ClusterID,Machine,ClusterStart,ClusterEnd,RunSec,CycleCount
850,41 DMU NLX2500,2026-01-05 14:20:29+00:00,2026-01-05 17:19:41+00:00,9115,14
214,104 DOOSAN DNM6700,2026-01-05 14:22:52+00:00,2026-01-05 15:54:35+00:00,4249,10
1005,65 DMU NLX 2500,2026-01-05 14:23:46+00:00,2026-01-05 15:14:59+00:00,1569,9
1148,66 DMU NLX 2500,2026-01-05 14:28:51+00:00,2026-01-05 16:58:39+00:00,3251,32
24,102 HAAS VF4,2026-01-05 14:36:52+00:00,2026-01-05 15:31:47+00:00,3295,1
407,22 DMU NLX 2500 old,2026-01-05 14:37:09+00:00,2026-01-05 15:12:36+00:00,1732,4
731,24 DOOSAN PUMA 3100L,2026-01-05 14:56:43+00:00,2026-01-05 16:17:43+00:00,4262,4
408,22 DMU NLX 2500 old,2026-01-05 15:22:38+00:00,2026-01-05 15:44:52+00:00,1334,1
1006,65 DMU NLX 2500,2026-01-05 15:26:19+00:00,2026-01-05 16:37:00+00:00,2960,15
215,104 DOOSAN DNM6700,2026-01-05 16:06:27+00:00,2026-01-05 16:38:34+00:00,1817,4
409,22 DMU NLX 2500 old,2026-01-05 16:07:09+00:00,2026-01-05 17:15:22+00:00,3061,5
25,102 HAAS VF4,2026-01-05 16:08:41+00:00,2026-01-05 17:03:58+00:00,3317,1
732,24 DOOSAN PUMA 3100L,2026-01-05 16:32:44+00:00,2026-01-05 17:50:59+00:00,4263,4
216,104 DOOSAN DNM6700,2026-01-05 16:50:41+00:00,2026-01-05 17:35:58+00:00,2392,3
1149,66 DMU NLX 2500,2026-01-05 17:18:43+00:00,2026-01-05 18:56:14+00:00,3667,16
1008,65 DMU NLX 2500,2026-01-05 17:19:31+00:00,2026-01-05 18:55:59+00:00,2924,16
410,22 DMU NLX 2500 old,2026-01-05 17:29:53+00:00,2026-01-05 20:51:29+00:00,9177,15
26,102 HAAS VF4,2026-01-05 17:30:05+00:00,2026-01-05 18:25:06+00:00,3301,1
851,41 DMU NLX2500,2026-01-05 17:32:03+00:00,2026-01-05 21:06:02+00:00,10034,19
217,104 DOOSAN DNM6700,2026-01-05 17:46:41+00:00,2026-01-05 19:10:46+00:00,4219,11
733,24 DOOSAN PUMA 3100L,2026-01-05 18:08:55+00:00,2026-01-05 19:28:41+00:00,4263,4
530,23 DOOSAN PUMA 700,2026-01-05 18:56:14+00:00,2026-01-05 19:22:30+00:00,1082,6
27,102 HAAS VF4,2026-01-05 19:07:28+00:00,2026-01-05 20:02:32+00:00,3304,1
531,23 DOOSAN PUMA 700,2026-01-05 19:35:50+00:00,2026-01-05 23:38:10+00:00,8045,50
218,104 DOOSAN DNM6700,2026-01-05 19:36:22+00:00,2026-01-05 20:55:34+00:00,4215,9
734,24 DOOSAN PUMA 3100L,2026-01-05 19:42:26+00:00,2026-01-05 21:06:55+00:00,4261,6
1150,66 DMU NLX 2500,2026-01-05 19:47:58+00:00,2026-01-05 22:38:09+00:00,5407,26
1009,65 DMU NLX 2500,2026-01-05 19:48:12+00:00,2026-01-05 22:08:09+00:00,4528,25
28,102 HAAS VF4,2026-01-05 20:13:03+00:00,2026-01-05 21:08:16+00:00,3313,1
219,104 DOOSAN DNM6700,2026-01-05 21:10:40+00:00,2026-01-05 22:36:46+00:00,4233,8
29,102 HAAS VF4,2026-01-05 21:21:10+00:00,2026-01-05 22:16:27+00:00,3317,2
735,24 DOOSAN PUMA 3100L,2026-01-05 21:22:47+00:00,2026-01-05 21:41:37+00:00,644,2
852,41 DMU NLX2500,2026-01-05 21:38:56+00:00,2026-01-06 02:04:20+00:00,13111,20
411,22 DMU NLX 2500 old,2026-01-05 21:40:27+00:00,2026-01-06 01:53:57+00:00,12730,23
736,24 DOOSAN PUMA 3100L,2026-01-05 21:51:58+00:00,2026-01-05 22:56:42+00:00,3621,3
1010,65 DMU NLX 2500,2026-01-05 22:23:21+00:00,2026-01-05 22:37:26+00:00,703,3
30,102 HAAS VF4,2026-01-05 22:27:59+00:00,2026-01-05 23:23:21+00:00,3322,1
220,104 DOOSAN DNM6700,2026-01-05 22:48:52+00:00,2026-01-05 23:28:18+00:00,2189,5
1151,66 DMU NLX 2500,2026-01-05 22:50:16+00:00,2026-01-05 23:36:56+00:00,1839,7
1011,65 DMU NLX 2500,2026-01-05 22:50:33+00:00,2026-01-05 23:34:01+00:00,1252,7
737,24 DOOSAN PUMA 3100L,2026-01-05 23:08:08+00:00,2026-01-06 00:25:48+00:00,4263,4
221,104 DOOSAN DNM6700,2026-01-05 23:41:47+00:00,2026-01-06 00:15:38+00:00,2031,1
1152,66 DMU NLX 2500,2026-01-05 23:48:19+00:00,2026-01-06 01:33:42+00:00,3847,15
1012,65 DMU NLX 2500,2026-01-05 23:48:29+00:00,2026-01-06 01:36:51+00:00,2965,15
31,102 HAAS VF4,2026-01-06 00:03:23+00:00,2026-01-06 02:19:15+00:00,7046,6
222,104 DOOSAN DNM6700,2026-01-06 00:39:46+00:00,2026-01-06 01:58:10+00:00,4212,10
412,22 DMU NLX 2500 old,2026-01-06 05:00:51+00:00,2026-01-06 05:53:24+00:00,2576,3
1153,66 DMU NLX 2500,2026-01-06 05:03:51+00:00,2026-01-06 05:54:01+00:00,1490,7
853,41 DMU NLX2500,2026-01-06 05:17:37+00:00,2026-01-06 05:44:58+00:00,939,4
532,23 DOOSAN PUMA 700,2026-01-06 05:21:50+00:00,2026-01-06 07:26:52+00:00,4718,26
33,102 HAAS VF4,2026-01-06 05:33:38+00:00,2026-01-06 05:43:32+00:00,373,3
738,24 DOOSAN PUMA 3100L,2026-01-06 05:47:42+00:00,2026-01-06 07:06:45+00:00,4264,4
854,41 DMU NLX2500,2026-01-06 06:00:05+00:00,2026-01-06 06:18:12+00:00,1087,1
147,103 HAAS VF4,2026-01-06 06:09:13+00:00,2026-01-06 07:28:33+00:00,1799,60
413,22 DMU NLX 2500 old,2026-01-06 06:14:22+00:00,2026-01-06 06:25:51+00:00,634,3
304,21 DOOSAN PUMA700,2026-01-06 06:19:32+00:00,2026-01-06 07:17:06+00:00,1673,26
855,41 DMU NLX2500,2026-01-06 06:31:11+00:00,2026-01-06 08:19:15+00:00,4934,8
414,22 DMU NLX 2500 old,2026-01-06 06:42:13+00:00,2026-01-06 07:25:55+00:00,2425,2
36,102 HAAS VF4,2026-01-06 06:47:51+00:00,2026-01-06 07:08:54+00:00,546,3
1157,66 DMU NLX 2500,2026-01-06 06:54:35+00:00,2026-01-06 07:28:07+00:00,1091,5
739,24 DOOSAN PUMA 3100L,2026-01-06 07:28:34+00:00,2026-01-06 07:36:32+00:00,478,1
37,102 HAAS VF4,2026-01-06 07:28:42+00:00,2026-01-06 09:00:58+00:00,1913,13
533,23 DOOSAN PUMA 700,2026-01-06 07:41:25+00:00,2026-01-06 08:02:31+00:00,1080,6
740,24 DOOSAN PUMA 3100L,2026-01-06 07:51:34+00:00,2026-01-06 08:56:24+00:00,3786,3
415,22 DMU NLX 2500 old,2026-01-06 07:56:53+00:00,2026-01-06 08:58:18+00:00,3059,5
1159,66 DMU NLX 2500,2026-01-06 08:02:54+00:00,2026-01-06 09:19:51+00:00,2307,9
305,21 DOOSAN PUMA700,2026-01-06 08:09:53+00:00,2026-01-06 10:01:12+00:00,4467,28
534,23 DOOSAN PUMA 700,2026-01-06 08:13:24+00:00,2026-01-06 09:12:06+00:00,2448,14
856,41 DMU NLX2500,2026-01-06 08:43:46+00:00,2026-01-06 09:49:05+00:00,3095,4
149,103 HAAS VF4,2026-01-06 08:54:39+00:00,2026-01-06 09:45:13+00:00,1607,29
416,22 DMU NLX 2500 old,2026-01-06 09:12:36+00:00,2026-01-06 09:54:32+00:00,1728,4
535,23 DOOSAN PUMA 700,2026-01-06 09:26:34+00:00,2026-01-06 09:47:48+00:00,1080,7
1160,66 DMU NLX 2500,2026-01-06 09:30:16+00:00,2026-01-06 09:45:49+00:00,600,3
741,24 DOOSAN PUMA 3100L,2026-01-06 09:31:22+00:00,2026-01-06 09:39:19+00:00,477,1
39,102 HAAS VF4,2026-01-06 09:35:46+00:00,2026-01-06 12:34:24+00:00,9935,3
417,22 DMU NLX 2500 old,2026-01-06 10:31:39+00:00,2026-01-06 11:09:46+00:00,1816,3
150,103 HAAS VF4,2026-01-06 10:32:16+00:00,2026-01-06 11:26:51+00:00,1927,45
743,24 DOOSAN PUMA 3100L,2026-01-06 10:32:41+00:00,2026-01-06 11:33:58+00:00,3619,2
536,23 DOOSAN PUMA 700,2026-01-06 10:33:38+00:00,2026-01-06 11:01:28+00:00,1082,6
1161,66 DMU NLX 2500,2026-01-06 10:33:52+00:00,2026-01-06 11:07:52+00:00,1036,5
306,21 DOOSAN PUMA700,2026-01-06 10:38:54+00:00,2026-01-06 13:22:44+00:00,7862,10
857,41 DMU NLX2500,2026-01-06 10:40:03+00:00,2026-01-06 11:19:34+00:00,2006,4
1013,65 DMU NLX 2500,2026-01-06 11:14:03+00:00,2026-01-06 12:54:28+00:00,3482,21
537,23 DOOSAN PUMA 700,2026-01-06 11:17:05+00:00,2026-01-06 11:33:31+00:00,753,4
1162,66 DMU NLX 2500,2026-01-06 11:22:10+00:00,2026-01-06 11:33:18+00:00,517,2
418,22 DMU NLX 2500 old,2026-01-06 11:22:59+00:00,2026-01-06 14:23:12+00:00,8699,13
858,41 DMU NLX2500,2026-01-06 11:37:46+00:00,2026-01-06 11:55:28+00:00,911,2
1163,66 DMU NLX 2500,2026-01-06 11:45:51+00:00,2026-01-06 11:56:36+00:00,510,2
538,23 DOOSAN PUMA 700,2026-01-06 11:50:19+00:00,2026-01-06 13:19:34+00:00,3085,17
1164,66 DMU NLX 2500,2026-01-06 12:11:22+00:00,2026-01-06 14:26:58+00:00,3909,34
744,24 DOOSAN PUMA 3100L,2026-01-06 12:14:45+00:00,2026-01-06 12:22:43+00:00,478,1
859,41 DMU NLX2500,2026-01-06 12:19:51+00:00,2026-01-06 13:51:43+00:00,4007,6
745,24 DOOSAN PUMA 3100L,2026-01-06 12:44:11+00:00,2026-01-06 13:55:21+00:00,3788,3
1014,65 DMU NLX 2500,2026-01-06 13:08:57+00:00,2026-01-06 13:42:31+00:00,1128,6
40,102 HAAS VF4,2026-01-06 13:10:02+00:00,2026-01-06 14:02:24+00:00,3142,1
152,103 HAAS VF4,2026-01-06 13:17:09+00:00,2026-01-06 13:45:27+00:00,1249,8
539,23 DOOSAN PUMA 700,2026-01-06 13:31:02+00:00,2026-01-06 15:40:08+00:00,4829,29
860,41 DMU NLX2500,2026-01-06 14:12:42+00:00,2026-01-06 17:00:21+00:00,8188,12
41,102 HAAS VF4,2026-01-06 14:13:05+00:00,2026-01-06 17:13:57+00:00,10003,5
223,104 DOOSAN DNM6700,2026-01-06 14:19:53+00:00,2026-01-06 14:55:31+00:00,1850,5
746,24 DOOSAN PUMA 3100L,2026-01-06 14:30:50+00:00,2026-01-06 15:47:59+00:00,4263,4
1015,65 DMU NLX 2500,2026-01-06 14:30:52+00:00,2026-01-06 14:42:59+00:00,353,2
1165,66 DMU NLX 2500,2026-01-06 14:39:26+00:00,2026-01-06 16:21:12+00:00,2988,15
419,22 DMU NLX 2500 old,2026-01-06 14:44:59+00:00,2026-01-06 16:55:52+00:00,6117,10
1016,65 DMU NLX 2500,2026-01-06 14:55:28+00:00,2026-01-06 17:43:23+00:00,5553,30
540,23 DOOSAN PUMA 700,2026-01-06 15:50:37+00:00,2026-01-06 16:59:56+00:00,2487,14
224,104 DOOSAN DNM6700,2026-01-06 16:00:04+00:00,2026-01-06 16:30:34+00:00,1830,1
747,24 DOOSAN PUMA 3100L,2026-01-06 16:00:26+00:00,2026-01-06 16:16:34+00:00,643,2
748,24 DOOSAN PUMA 3100L,2026-01-06 16:26:43+00:00,2026-01-06 17:27:53+00:00,3620,2
420,22 DMU NLX 2500 old,2026-01-06 17:08:42+00:00,2026-01-06 17:43:17+00:00,1726,4
541,23 DOOSAN PUMA 700,2026-01-06 17:10:44+00:00,2026-01-06 18:07:46+00:00,2163,13
861,41 DMU NLX2500,2026-01-06 17:11:20+00:00,2026-01-06 17:46:53+00:00,2002,3
225,104 DOOSAN DNM6700,2026-01-06 17:16:51+00:00,2026-01-06 17:47:30+00:00,1834,3
1166,66 DMU NLX 2500,2026-01-06 17:20:01+00:00,2026-01-06 18:54:57+00:00,2204,29
42,102 HAAS VF4,2026-01-06 17:27:30+00:00,2026-01-06 18:22:55+00:00,3325,1
749,24 DOOSAN PUMA 3100L,2026-01-06 17:39:39+00:00,2026-01-06 18:58:46+00:00,4263,4
1017,65 DMU NLX 2500,2026-01-06 17:53:36+00:00,2026-01-06 18:53:28+00:00,1950,10
421,22 DMU NLX 2500 old,2026-01-06 17:57:05+00:00,2026-01-06 21:06:07+00:00,9181,15
862,41 DMU NLX2500,2026-01-06 17:59:12+00:00,2026-01-06 20:58:54+00:00,8937,16
226,104 DOOSAN DNM6700,2026-01-06 18:15:25+00:00,2026-01-06 18:46:22+00:00,1833,4
542,23 DOOSAN PUMA 700,2026-01-06 18:23:57+00:00,2026-01-06 20:07:56+00:00,3893,22
43,102 HAAS VF4,2026-01-06 18:45:05+00:00,2026-01-06 19:40:08+00:00,3303,1
750,24 DOOSAN PUMA 3100L,2026-01-06 19:15:42+00:00,2026-01-06 20:35:34+00:00,4268,6
1167,66 DMU NLX 2500,2026-01-06 19:31:01+00:00,2026-01-06 22:03:37+00:00,6302,28
1018,65 DMU NLX 2500,2026-01-06 19:37:22+00:00,2026-01-06 21:17:22+00:00,3401,18
228,104 DOOSAN DNM6700,2026-01-06 19:45:02+00:00,2026-01-06 21:13:30+00:00,4184,32
44,102 HAAS VF4,2026-01-06 19:50:43+00:00,2026-01-06 20:46:01+00:00,3318,1
543,23 DOOSAN PUMA 700,2026-01-06 20:18:27+00:00,2026-01-06 21:54:47+00:00,3569,20
751,24 DOOSAN PUMA 3100L,2026-01-06 20:52:29+00:00,2026-01-06 22:13:35+00:00,4263,5
45,102 HAAS VF4,2026-01-06 21:03:43+00:00,2026-01-06 22:05:35+00:00,3654,4
229,104 DOOSAN DNM6700,2026-01-06 21:24:48+00:00,2026-01-06 22:42:00+00:00,4214,9
1019,65 DMU NLX 2500,2026-01-06 21:29:12+00:00,2026-01-06 21:49:17+00:00,749,5
422,22 DMU NLX 2500 old,2026-01-06 21:37:17+00:00,2026-01-07 00:47:32+00:00,9183,15
863,41 DMU NLX2500,2026-01-06 21:38:20+00:00,2026-01-06 23:19:26+00:00,5094,8
1020,65 DMU NLX 2500,2026-01-06 22:13:42+00:00,2026-01-06 22:20:07+00:00,385,1
1021,65 DMU NLX 2500,2026-01-06 22:30:27+00:00,2026-01-07 00:13:36+00:00,2264,12
752,24 DOOSAN PUMA 3100L,2026-01-06 22:30:59+00:00,2026-01-06 23:46:14+00:00,4262,4
46,102 HAAS VF4,2026-01-06 22:40:18+00:00,2026-01-07 00:40:31+00:00,6627,2
230,104 DOOSAN DNM6700,2026-01-06 22:53:09+00:00,2026-01-07 00:16:18+00:00,4227,8
864,41 DMU NLX2500,2026-01-06 23:30:04+00:00,2026-01-07 00:47:55+00:00,4004,6
1022,65 DMU NLX 2500,2026-01-07 00:37:21+00:00,2026-01-07 00:55:44+00:00,520,4
47,102 HAAS VF4,2026-01-07 00:50:50+00:00,2026-01-07 01:46:43+00:00,3353,1
865,41 DMU NLX2500,2026-01-07 01:05:03+00:00,2026-01-07 01:40:21+00:00,2002,4
423,22 DMU NLX 2500 old,2026-01-07 01:05:13+00:00,2026-01-07 01:39:30+00:00,1818,3
1023,65 DMU NLX 2500,2026-01-07 01:06:31+00:00,2026-01-07 01:23:26+00:00,620,2
425,22 DMU NLX 2500 old,2026-01-07 05:16:29+00:00,2026-01-07 06:02:16+00:00,2428,2
1024,65 DMU NLX 2500,2026-01-07 05:21:59+00:00,2026-01-07 07:46:46+00:00,5298,30
544,23 DOOSAN PUMA 700,2026-01-07 05:22:57+00:00,2026-01-07 06:51:41+00:00,3532,21
866,41 DMU NLX2500,2026-01-07 05:24:47+00:00,2026-01-07 06:47:11+00:00,4011,6
49,102 HAAS VF4,2026-01-07 05:31:17+00:00,2026-01-07 06:31:28+00:00,1323,8
753,24 DOOSAN PUMA 3100L,2026-01-07 05:31:45+00:00,2026-01-07 06:52:09+00:00,4264,4
155,103 HAAS VF4,2026-01-07 05:43:32+00:00,2026-01-07 06:06:05+00:00,1207,5
307,21 DOOSAN PUMA700,2026-01-07 06:03:29+00:00,2026-01-07 06:49:04+00:00,1742,20
426,22 DMU NLX 2500 old,2026-01-07 06:12:28+00:00,2026-01-07 06:20:44+00:00,485,2
1169,66 DMU NLX 2500,2026-01-07 06:17:38+00:00,2026-01-07 06:56:52+00:00,853,24
427,22 DMU NLX 2500 old,2026-01-07 06:33:48+00:00,2026-01-07 07:23:12+00:00,2577,3
156,103 HAAS VF4,2026-01-07 06:36:50+00:00,2026-01-07 07:23:04+00:00,2390,2
867,41 DMU NLX2500,2026-01-07 07:01:25+00:00,2026-01-07 07:43:25+00:00,2005,3
545,23 DOOSAN PUMA 700,2026-01-07 07:02:07+00:00,2026-01-07 07:27:15+00:00,1080,6
308,21 DOOSAN PUMA700,2026-01-07 07:27:24+00:00,2026-01-07 09:22:14+00:00,5362,15
428,22 DMU NLX 2500 old,2026-01-07 07:36:11+00:00,2026-01-07 07:44:40+00:00,486,2
52,102 HAAS VF4,2026-01-07 07:39:01+00:00,2026-01-07 08:19:38+00:00,1510,21
546,23 DOOSAN PUMA 700,2026-01-07 07:49:40+00:00,2026-01-07 09:44:49+00:00,4325,27
429,22 DMU NLX 2500 old,2026-01-07 07:57:05+00:00,2026-01-07 08:43:39+00:00,2576,3
868,41 DMU NLX2500,2026-01-07 07:57:13+00:00,2026-01-07 09:25:01+00:00,4021,6
1025,65 DMU NLX 2500,2026-01-07 07:57:34+00:00,2026-01-07 09:50:05+00:00,4225,22
157,103 HAAS VF4,2026-01-07 07:59:07+00:00,2026-01-07 08:17:47+00:00,1120,1
53,102 HAAS VF4,2026-01-07 08:34:49+00:00,2026-01-07 09:58:14+00:00,3484,22
756,24 DOOSAN PUMA 3100L,2026-01-07 08:34:53+00:00,2026-01-07 08:45:39+00:00,478,2
158,103 HAAS VF4,2026-01-07 08:38:24+00:00,2026-01-07 10:13:15+00:00,4495,4
757,24 DOOSAN PUMA 3100L,2026-01-07 09:03:29+00:00,2026-01-07 10:12:00+00:00,3787,3
869,41 DMU NLX2500,2026-01-07 09:35:02+00:00,2026-01-07 09:54:35+00:00,915,2
547,23 DOOSAN PUMA 700,2026-01-07 10:30:03+00:00,2026-01-07 11:22:49+00:00,2164,12
1026,65 DMU NLX 2500,2026-01-07 10:31:44+00:00,2026-01-07 10:38:41+00:00,312,2
870,41 DMU NLX2500,2026-01-07 10:33:29+00:00,2026-01-07 12:07:05+00:00,4182,5
159,103 HAAS VF4,2026-01-07 10:36:17+00:00,2026-01-07 12:42:39+00:00,5712,16
54,102 HAAS VF4,2026-01-07 10:36:42+00:00,2026-01-07 12:26:58+00:00,6301,2
1170,66 DMU NLX 2500,2026-01-07 10:37:23+00:00,2026-01-07 10:54:07+00:00,504,7
309,21 DOOSAN PUMA700,2026-01-07 10:44:06+00:00,2026-01-07 11:27:44+00:00,2222,6
1027,65 DMU NLX 2500,2026-01-07 10:50:07+00:00,2026-01-07 10:56:30+00:00,383,1
1028,65 DMU NLX 2500,2026-01-07 11:13:37+00:00,2026-01-07 11:40:29+00:00,1137,7
548,23 DOOSAN PUMA 700,2026-01-07 11:32:54+00:00,2026-01-07 12:27:00+00:00,2162,12
310,21 DOOSAN PUMA700,2026-01-07 11:39:15+00:00,2026-01-07 12:01:50+00:00,1301,2
430,22 DMU NLX 2500 old,2026-01-07 11:43:09+00:00,2026-01-07 11:51:29+00:00,485,2
1172,66 DMU NLX 2500,2026-01-07 11:44:18+00:00,2026-01-07 13:03:13+00:00,1950,12
758,24 DOOSAN PUMA 3100L,2026-01-07 11:45:32+00:00,2026-01-07 13:15:44+00:00,4074,6
1029,65 DMU NLX 2500,2026-01-07 11:56:38+00:00,2026-01-07 12:06:17+00:00,321,4
431,22 DMU NLX 2500 old,2026-01-07 12:08:05+00:00,2026-01-07 12:54:13+00:00,2582,3
871,41 DMU NLX2500,2026-01-07 12:18:16+00:00,2026-01-07 14:00:50+00:00,4928,8
1030,65 DMU NLX 2500,2026-01-07 12:28:40+00:00,2026-01-07 13:50:25+00:00,3079,16
549,23 DOOSAN PUMA 700,2026-01-07 12:44:43+00:00,2026-01-07 12:58:29+00:00,712,3
55,102 HAAS VF4,2026-01-07 12:51:18+00:00,2026-01-07 13:43:50+00:00,3152,1
432,22 DMU NLX 2500 old,2026-01-07 13:05:20+00:00,2026-01-07 13:20:39+00:00,633,3
550,23 DOOSAN PUMA 700,2026-01-07 13:10:22+00:00,2026-01-07 19:48:23+00:00,14003,76
1173,66 DMU NLX 2500,2026-01-07 13:16:16+00:00,2026-01-07 13:23:27+00:00,431,1
160,103 HAAS VF4,2026-01-07 13:28:46+00:00,2026-01-07 15:06:06+00:00,3804,12
313,21 DOOSAN PUMA700,2026-01-07 13:41:22+00:00,2026-01-07 14:20:42+00:00,1235,18
1174,66 DMU NLX 2500,2026-01-07 13:42:54+00:00,2026-01-07 14:37:45+00:00,1739,10
433,22 DMU NLX 2500 old,2026-01-07 13:43:29+00:00,2026-01-07 14:24:57+00:00,2426,2
759,24 DOOSAN PUMA 3100L,2026-01-07 13:53:46+00:00,2026-01-07 14:05:38+00:00,393,5
232,104 DOOSAN DNM6700,2026-01-07 13:58:37+00:00,2026-01-07 14:29:14+00:00,1832,3
1031,65 DMU NLX 2500,2026-01-07 14:10:04+00:00,2026-01-07 14:31:22+00:00,744,5
872,41 DMU NLX2500,2026-01-07 14:12:55+00:00,2026-01-07 15:04:19+00:00,2425,4
56,102 HAAS VF4,2026-01-07 14:15:46+00:00,2026-01-07 15:10:47+00:00,3301,1
314,21 DOOSAN PUMA700,2026-01-07 14:36:32+00:00,2026-01-07 14:58:12+00:00,1131,4
434,22 DMU NLX 2500 old,2026-01-07 14:38:01+00:00,2026-01-07 14:46:56+00:00,485,2
1175,66 DMU NLX 2500,2026-01-07 14:50:11+00:00,2026-01-07 15:11:06+00:00,868,2
1032,65 DMU NLX 2500,2026-01-07 14:50:36+00:00,2026-01-07 15:59:59+00:00,2034,11
761,24 DOOSAN PUMA 3100L,2026-01-07 15:08:41+00:00,2026-01-07 16:30:15+00:00,4263,4
873,41 DMU NLX2500,2026-01-07 15:17:58+00:00,2026-01-07 16:28:55+00:00,3765,6
161,103 HAAS VF4,2026-01-07 15:19:39+00:00,2026-01-07 15:39:35+00:00,1196,1
1176,66 DMU NLX 2500,2026-01-07 15:22:59+00:00,2026-01-07 15:30:14+00:00,435,1
436,22 DMU NLX 2500 old,2026-01-07 15:25:58+00:00,2026-01-07 16:10:11+00:00,2428,2
233,104 DOOSAN DNM6700,2026-01-07 15:27:07+00:00,2026-01-07 15:57:38+00:00,1829,3
315,21 DOOSAN PUMA700,2026-01-07 15:31:15+00:00,2026-01-07 15:49:44+00:00,1063,2
57,102 HAAS VF4,2026-01-07 15:32:05+00:00,2026-01-07 16:27:23+00:00,3318,1
1177,66 DMU NLX 2500,2026-01-07 15:43:07+00:00,2026-01-07 16:20:37+00:00,1300,3
163,103 HAAS VF4,2026-01-07 16:06:24+00:00,2026-01-07 16:32:34+00:00,1295,4
1033,65 DMU NLX 2500,2026-01-07 16:14:57+00:00,2026-01-07 17:25:48+00:00,2186,11
316,21 DOOSAN PUMA700,2026-01-07 16:15:29+00:00,2026-01-07 16:44:20+00:00,1286,3
234,104 DOOSAN DNM6700,2026-01-07 16:17:28+00:00,2026-01-07 16:47:55+00:00,1827,1
437,22 DMU NLX 2500 old,2026-01-07 16:21:17+00:00,2026-01-07 18:30:13+00:00,6127,10
1178,66 DMU NLX 2500,2026-01-07 16:33:06+00:00,2026-01-07 18:19:48+00:00,3649,12
874,41 DMU NLX2500,2026-01-07 16:39:40+00:00,2026-01-07 20:02:14+00:00,10025,18
762,24 DOOSAN PUMA 3100L,2026-01-07 16:49:43+00:00,2026-01-07 18:12:12+00:00,4263,5
58,102 HAAS VF4,2026-01-07 16:57:25+00:00,2026-01-07 20:16:23+00:00,10205,7
235,104 DOOSAN DNM6700,2026-01-07 17:07:08+00:00,2026-01-07 17:43:19+00:00,1828,3
317,21 DOOSAN PUMA700,2026-01-07 17:16:29+00:00,2026-01-07 18:07:51+00:00,2482,3
1034,65 DMU NLX 2500,2026-01-07 17:41:35+00:00,2026-01-07 18:14:33+00:00,1139,6
236,104 DOOSAN DNM6700,2026-01-07 18:02:44+00:00,2026-01-07 18:33:43+00:00,1827,2
763,24 DOOSAN PUMA 3100L,2026-01-07 18:37:30+00:00,2026-01-07 19:56:14+00:00,4261,4
1035,65 DMU NLX 2500,2026-01-07 18:41:17+00:00,2026-01-07 18:56:05+00:00,694,3
1179,66 DMU NLX 2500,2026-01-07 18:43:45+00:00,2026-01-07 19:00:55+00:00,912,2
438,22 DMU NLX 2500 old,2026-01-07 18:45:22+00:00,2026-01-07 19:48:47+00:00,3069,5
318,21 DOOSAN PUMA700,2026-01-07 19:13:23+00:00,2026-01-07 19:34:50+00:00,1148,15
237,104 DOOSAN DNM6700,2026-01-07 19:15:08+00:00,2026-01-07 19:45:44+00:00,1836,1
1036,65 DMU NLX 2500,2026-01-07 19:31:14+00:00,2026-01-07 21:38:03+00:00,4617,25
1180,66 DMU NLX 2500,2026-01-07 19:32:34+00:00,2026-01-07 21:30:10+00:00,5015,11
551,23 DOOSAN PUMA 700,2026-01-07 19:59:23+00:00,2026-01-07 20:28:36+00:00,1372,7
764,24 DOOSAN PUMA 3100L,2026-01-07 20:10:04+00:00,2026-01-07 21:26:20+00:00,4263,4
319,21 DOOSAN PUMA700,2026-01-07 20:15:13+00:00,2026-01-07 20:44:24+00:00,1728,2
238,104 DOOSAN DNM6700,2026-01-07 20:17:16+00:00,2026-01-07 21:03:01+00:00,2230,5
439,22 DMU NLX 2500 old,2026-01-07 20:19:07+00:00,2026-01-07 20:56:44+00:00,1726,4
875,41 DMU NLX2500,2026-01-07 20:21:46+00:00,2026-01-07 21:03:05+00:00,2002,3
552,23 DOOSAN PUMA 700,2026-01-07 20:40:56+00:00,2026-01-07 21:33:27+00:00,2076,12
239,104 DOOSAN DNM6700,2026-01-07 21:14:39+00:00,2026-01-07 21:55:33+00:00,2226,2
59,102 HAAS VF4,2026-01-07 21:34:32+00:00,2026-01-07 22:29:54+00:00,3322,2
320,21 DOOSAN PUMA700,2026-01-07 21:51:33+00:00,2026-01-07 22:10:11+00:00,1088,3
440,22 DMU NLX 2500 old,2026-01-07 21:54:31+00:00,2026-01-08 01:12:25+00:00,9186,16
1037,65 DMU NLX 2500,2026-01-07 21:55:14+00:00,2026-01-08 01:36:45+00:00,5194,29
876,41 DMU NLX2500,2026-01-07 21:56:22+00:00,2026-01-08 01:13:29+00:00,10202,17
554,23 DOOSAN PUMA 700,2026-01-07 22:00:22+00:00,2026-01-07 22:58:36+00:00,2453,13
240,104 DOOSAN DNM6700,2026-01-07 22:06:54+00:00,2026-01-07 23:24:13+00:00,4185,7
765,24 DOOSAN PUMA 3100L,2026-01-07 22:08:47+00:00,2026-01-07 23:32:51+00:00,4359,5
60,102 HAAS VF4,2026-01-07 23:17:11+00:00,2026-01-08 00:12:31+00:00,3320,1
766,24 DOOSAN PUMA 3100L,2026-01-07 23:43:24+00:00,2026-01-08 00:11:32+00:00,1448,3
241,104 DOOSAN DNM6700,2026-01-07 23:46:18+00:00,2026-01-08 00:18:23+00:00,1824,4
242,104 DOOSAN DNM6700,2026-01-08 00:29:59+00:00,2026-01-08 01:23:14+00:00,2444,5
