ClusterID,Machine,ClusterStart,ClusterEnd,RunSec,CycleCount
441,22 DMU NLX 2500 old,2026-01-08 01:22:45+00:00,2026-01-08 01:44:58+00:00,1333,1
877,41 DMU NLX2500,2026-01-08 01:24:41+00:00,2026-01-08 01:45:32+00:00,918,2
442,22 DMU NLX 2500 old,2026-01-08 05:05:03+00:00,2026-01-08 06:06:12+00:00,3060,5
1181,66 DMU NLX 2500,2026-01-08 05:07:42+00:00,2026-01-08 05:46:40+00:00,957,13
767,24 DOOSAN PUMA 3100L,2026-01-08 05:11:47+00:00,2026-01-08 05:58:43+00:00,2816,1
878,41 DMU NLX2500,2026-01-08 05:14:08+00:00,2026-01-08 07:01:24+00:00,5093,7
321,21 DOOSAN PUMA700,2026-01-08 05:24:08+00:00,2026-01-08 05:42:11+00:00,1065,2
555,23 DOOSAN PUMA 700,2026-01-08 05:27:16+00:00,2026-01-08 05:50:18+00:00,1083,6
1038,65 DMU NLX 2500,2026-01-08 05:29:21+00:00,2026-01-08 09:32:19+00:00,8333,47
61,102 HAAS VF4,2026-01-08 05:32:15+00:00,2026-01-08 06:31:26+00:00,3340,2
165,103 HAAS VF4,2026-01-08 05:43:20+00:00,2026-01-08 10:06:40+00:00,12455,11
322,21 DOOSAN PUMA700,2026-01-08 05:53:53+00:00,2026-01-08 07:21:28+00:00,4169,5
1182,66 DMU NLX 2500,2026-01-08 05:57:48+00:00,2026-01-08 06:07:08+00:00,474,2
1183,66 DMU NLX 2500,2026-01-08 06:19:05+00:00,2026-01-08 06:30:18+00:00,474,2
768,24 DOOSAN PUMA 3100L,2026-01-08 06:26:51+00:00,2026-01-08 07:46:09+00:00,4264,4
444,22 DMU NLX 2500 old,2026-01-08 06:38:54+00:00,2026-01-08 08:49:47+00:00,6107,9
556,23 DOOSAN PUMA 700,2026-01-08 06:50:50+00:00,2026-01-08 07:46:38+00:00,1660,8
62,102 HAAS VF4,2026-01-08 06:51:17+00:00,2026-01-08 10:09:51+00:00,10205,7
1185,66 DMU NLX 2500,2026-01-08 06:53:36+00:00,2026-01-08 07:30:03+00:00,1075,11
879,41 DMU NLX2500,2026-01-08 07:15:41+00:00,2026-01-08 07:51:40+00:00,2002,3
323,21 DOOSAN PUMA700,2026-01-08 07:32:05+00:00,2026-01-08 08:15:49+00:00,2042,3
1186,66 DMU NLX 2500,2026-01-08 07:41:54+00:00,2026-01-08 07:53:00+00:00,477,2
557,23 DOOSAN PUMA 700,2026-01-08 08:00:53+00:00,2026-01-08 08:56:24+00:00,1588,10
1187,66 DMU NLX 2500,2026-01-08 08:03:07+00:00,2026-01-08 08:46:59+00:00,1422,6
324,21 DOOSAN PUMA700,2026-01-08 08:26:18+00:00,2026-01-08 09:54:09+00:00,4072,4
881,41 DMU NLX2500,2026-01-08 08:36:16+00:00,2026-01-08 08:47:25+00:00,669,1
1188,66 DMU NLX 2500,2026-01-08 08:57:30+00:00,2026-01-08 09:14:46+00:00,473,2
445,22 DMU NLX 2500 old,2026-01-08 09:02:01+00:00,2026-01-08 09:15:05+00:00,485,2
882,41 DMU NLX2500,2026-01-08 09:15:57+00:00,2026-01-08 09:54:26+00:00,2010,3
558,23 DOOSAN PUMA 700,2026-01-08 09:19:53+00:00,2026-01-08 09:51:18+00:00,1125,7
1189,66 DMU NLX 2500,2026-01-08 09:25:15+00:00,2026-01-08 09:51:59+00:00,949,4
446,22 DMU NLX 2500 old,2026-01-08 09:25:46+00:00,2026-01-08 09:51:15+00:00,1242,2
166,103 HAAS VF4,2026-01-08 10:26:05+00:00,2026-01-08 16:45:31+00:00,19370,18
447,22 DMU NLX 2500 old,2026-01-08 10:31:32+00:00,2026-01-08 11:08:48+00:00,1817,3
883,41 DMU NLX2500,2026-01-08 10:31:33+00:00,2026-01-08 13:49:53+00:00,9110,13
1190,66 DMU NLX 2500,2026-01-08 10:35:13+00:00,2026-01-08 11:07:42+00:00,950,4
325,21 DOOSAN PUMA700,2026-01-08 10:38:01+00:00,2026-01-08 10:54:59+00:00,1018,1
1040,65 DMU NLX 2500,2026-01-08 10:39:47+00:00,2026-01-08 12:20:57+00:00,3308,17
63,102 HAAS VF4,2026-01-08 10:50:09+00:00,2026-01-08 11:45:26+00:00,3317,1
560,23 DOOSAN PUMA 700,2026-01-08 11:12:34+00:00,2026-01-08 12:09:11+00:00,1134,16
326,21 DOOSAN PUMA700,2026-01-08 11:17:27+00:00,2026-01-08 12:32:16+00:00,3198,6
1191,66 DMU NLX 2500,2026-01-08 11:20:18+00:00,2026-01-08 11:58:02+00:00,944,8
448,22 DMU NLX 2500 old,2026-01-08 11:20:41+00:00,2026-01-08 11:48:56+00:00,1242,2
772,24 DOOSAN PUMA 3100L,2026-01-08 11:25:10+00:00,2026-01-08 11:52:31+00:00,799,23
64,102 HAAS VF4,2026-01-08 11:58:46+00:00,2026-01-08 15:08:19+00:00,10183,5
449,22 DMU NLX 2500 old,2026-01-08 12:02:09+00:00,2026-01-08 12:24:22+00:00,1333,1
773,24 DOOSAN PUMA 3100L,2026-01-08 12:09:05+00:00,2026-01-08 12:29:26+00:00,349,15
1192,66 DMU NLX 2500,2026-01-08 12:21:11+00:00,2026-01-08 12:31:44+00:00,475,2
561,23 DOOSAN PUMA 700,2026-01-08 12:25:25+00:00,2026-01-08 12:47:25+00:00,713,3
450,22 DMU NLX 2500 old,2026-01-08 12:38:29+00:00,2026-01-08 13:57:27+00:00,3693,8
327,21 DOOSAN PUMA700,2026-01-08 12:43:50+00:00,2026-01-08 13:31:18+00:00,2204,3
1193,66 DMU NLX 2500,2026-01-08 12:46:51+00:00,2026-01-08 12:56:37+00:00,473,2
1194,66 DMU NLX 2500,2026-01-08 13:07:42+00:00,2026-01-08 13:34:14+00:00,948,4
1195,66 DMU NLX 2500,2026-01-08 13:46:20+00:00,2026-01-08 13:56:48+00:00,477,2
564,23 DOOSAN PUMA 700,2026-01-08 14:01:26+00:00,2026-01-08 15:52:18+00:00,4752,25
1196,66 DMU NLX 2500,2026-01-08 14:12:05+00:00,2026-01-08 14:23:25+00:00,474,3
884,41 DMU NLX2500,2026-01-08 14:23:48+00:00,2026-01-08 16:06:04+00:00,5101,9
451,22 DMU NLX 2500 old,2026-01-08 14:25:03+00:00,2026-01-08 16:10:21+00:00,5487,7
1197,66 DMU NLX 2500,2026-01-08 14:34:09+00:00,2026-01-08 18:53:30+00:00,8070,37
1042,65 DMU NLX 2500,2026-01-08 14:34:36+00:00,2026-01-08 15:06:40+00:00,1047,5
774,24 DOOSAN PUMA 3100L,2026-01-08 14:45:37+00:00,2026-01-08 21:21:26+00:00,12931,74
1043,65 DMU NLX 2500,2026-01-08 15:17:21+00:00,2026-01-08 17:14:46+00:00,3398,18
565,23 DOOSAN PUMA 700,2026-01-08 16:07:41+00:00,2026-01-08 16:37:15+00:00,1368,8
452,22 DMU NLX 2500 old,2026-01-08 16:26:47+00:00,2026-01-08 18:02:43+00:00,4789,9
885,41 DMU NLX2500,2026-01-08 16:30:27+00:00,2026-01-08 18:03:06+00:00,5100,8
566,23 DOOSAN PUMA 700,2026-01-08 16:56:04+00:00,2026-01-08 21:42:42+00:00,11170,61
1044,65 DMU NLX 2500,2026-01-08 17:26:51+00:00,2026-01-08 18:49:58+00:00,2271,12
886,41 DMU NLX2500,2026-01-08 18:36:23+00:00,2026-01-08 19:59:39+00:00,4008,6
453,22 DMU NLX 2500 old,2026-01-08 18:36:32+00:00,2026-01-08 21:12:57+00:00,7454,11
1045,65 DMU NLX 2500,2026-01-08 19:55:04+00:00,2026-01-08 20:54:12+00:00,1649,10
1198,66 DMU NLX 2500,2026-01-08 19:58:36+00:00,2026-01-08 21:09:47+00:00,2174,10
887,41 DMU NLX2500,2026-01-08 20:12:03+00:00,2026-01-08 20:54:34+00:00,2248,4
1046,65 DMU NLX 2500,2026-01-08 21:07:23+00:00,2026-01-08 21:39:54+00:00,1055,5
1199,66 DMU NLX 2500,2026-01-08 21:20:27+00:00,2026-01-08 21:39:59+00:00,483,3
454,22 DMU NLX 2500 old,2026-01-08 21:39:18+00:00,2026-01-08 22:50:37+00:00,3545,8
888,41 DMU NLX2500,2026-01-08 21:39:45+00:00,2026-01-08 22:50:47+00:00,3767,7
775,24 DOOSAN PUMA 3100L,2026-01-08 21:59:16+00:00,2026-01-08 23:55:15+00:00,3972,27
1047,65 DMU NLX 2500,2026-01-08 22:12:55+00:00,2026-01-08 22:51:27+00:00,1211,7
1200,66 DMU NLX 2500,2026-01-08 22:13:28+00:00,2026-01-08 22:35:09+00:00,942,4
568,23 DOOSAN PUMA 700,2026-01-08 22:13:55+00:00,2026-01-08 22:37:31+00:00,1083,8
569,23 DOOSAN PUMA 700,2026-01-08 23:04:11+00:00,2026-01-08 23:57:08+00:00,1659,11
1048,65 DMU NLX 2500,2026-01-08 23:08:58+00:00,2026-01-08 23:22:42+00:00,617,2
889,41 DMU NLX2500,2026-01-08 23:14:12+00:00,2026-01-09 01:36:02+00:00,7108,12
455,22 DMU NLX 2500 old,2026-01-08 23:14:23+00:00,2026-01-09 02:03:15+00:00,8697,13
1203,66 DMU NLX 2500,2026-01-08 23:42:24+00:00,2026-01-08 23:53:01+00:00,473,2
1049,65 DMU NLX 2500,2026-01-08 23:43:15+00:00,2026-01-08 23:49:58+00:00,319,2
1050,65 DMU NLX 2500,2026-01-09 00:07:15+00:00,2026-01-09 00:48:53+00:00,1138,7
570,23 DOOSAN PUMA 700,2026-01-09 00:10:07+00:00,2026-01-09 00:25:27+00:00,503,5
1204,66 DMU NLX 2500,2026-01-09 00:14:13+00:00,2026-01-09 00:31:07+00:00,666,3
571,23 DOOSAN PUMA 700,2026-01-09 00:43:57+00:00,2026-01-09 00:49:11+00:00,314,1
1206,66 DMU NLX 2500,2026-01-09 01:00:20+00:00,2026-01-09 01:23:04+00:00,666,3
1051,65 DMU NLX 2500,2026-01-09 01:00:41+00:00,2026-01-09 01:26:34+00:00,815,4
573,23 DOOSAN PUMA 700,2026-01-09 01:14:45+00:00,2026-01-09 01:56:43+00:00,1082,6
574,23 DOOSAN PUMA 700,2026-01-09 02:12:39+00:00,2026-01-09 02:27:11+00:00,415,3
456,22 DMU NLX 2500 old,2026-01-09 05:11:06+00:00,2026-01-09 09:50:12+00:00,12237,20
1207,66 DMU NLX 2500,2026-01-09 05:14:15+00:00,2026-01-09 05:26:02+00:00,476,2
776,24 DOOSAN PUMA 3100L,2026-01-09 05:16:52+00:00,2026-01-09 05:25:44+00:00,469,3
167,103 HAAS VF4,2026-01-09 05:21:48+00:00,2026-01-09 06:45:21+00:00,3990,6
1208,66 DMU NLX 2500,2026-01-09 05:36:27+00:00,2026-01-09 06:23:13+00:00,1234,5
890,41 DMU NLX2500,2026-01-09 05:45:14+00:00,2026-01-09 06:01:41+00:00,914,2
777,24 DOOSAN PUMA 3100L,2026-01-09 05:46:31+00:00,2026-01-09 06:00:51+00:00,470,3
66,102 HAAS VF4,2026-01-09 05:53:15+00:00,2026-01-09 07:09:34+00:00,1826,10
576,23 DOOSAN PUMA 700,2026-01-09 06:01:58+00:00,2026-01-09 06:07:12+00:00,314,1
778,24 DOOSAN PUMA 3100L,2026-01-09 06:12:05+00:00,2026-01-09 06:37:27+00:00,939,2
891,41 DMU NLX2500,2026-01-09 06:13:03+00:00,2026-01-09 08:04:53+00:00,5094,7
577,23 DOOSAN PUMA 700,2026-01-09 06:20:40+00:00,2026-01-09 06:49:20+00:00,680,4
330,21 DOOSAN PUMA700,2026-01-09 06:33:51+00:00,2026-01-09 06:46:24+00:00,579,10
1210,66 DMU NLX 2500,2026-01-09 06:49:17+00:00,2026-01-09 07:47:21+00:00,1427,6
168,103 HAAS VF4,2026-01-09 07:00:52+00:00,2026-01-09 07:36:14+00:00,1211,6
779,24 DOOSAN PUMA 3100L,2026-01-09 07:01:41+00:00,2026-01-09 07:25:52+00:00,939,2
578,23 DOOSAN PUMA 700,2026-01-09 07:04:26+00:00,2026-01-09 07:36:35+00:00,1063,4
67,102 HAAS VF4,2026-01-09 07:33:17+00:00,2026-01-09 10:20:57+00:00,3679,20
780,24 DOOSAN PUMA 3100L,2026-01-09 07:39:22+00:00,2026-01-09 07:47:12+00:00,470,1
1211,66 DMU NLX 2500,2026-01-09 08:01:21+00:00,2026-01-09 10:04:41+00:00,3608,17
169,103 HAAS VF4,2026-01-09 08:03:05+00:00,2026-01-09 08:21:54+00:00,1129,1
781,24 DOOSAN PUMA 3100L,2026-01-09 08:17:12+00:00,2026-01-09 08:41:12+00:00,940,2
332,21 DOOSAN PUMA700,2026-01-09 08:25:01+00:00,2026-01-09 09:08:58+00:00,2039,14
170,103 HAAS VF4,2026-01-09 08:42:24+00:00,2026-01-09 11:22:39+00:00,7953,7
892,41 DMU NLX2500,2026-01-09 08:43:04+00:00,2026-01-09 09:17:43+00:00,2003,3
782,24 DOOSAN PUMA 3100L,2026-01-09 08:53:35+00:00,2026-01-09 10:00:37+00:00,2348,5
582,23 DOOSAN PUMA 700,2026-01-09 09:11:09+00:00,2026-01-09 09:16:23+00:00,314,1
68,102 HAAS VF4,2026-01-09 10:31:53+00:00,2026-01-09 11:02:25+00:00,896,5
333,21 DOOSAN PUMA700,2026-01-09 10:35:18+00:00,2026-01-09 11:33:44+00:00,2492,4
783,24 DOOSAN PUMA 3100L,2026-01-09 10:38:02+00:00,2026-01-09 11:25:04+00:00,1878,4
585,23 DOOSAN PUMA 700,2026-01-09 11:12:56+00:00,2026-01-09 11:20:25+00:00,327,2
784,24 DOOSAN PUMA 3100L,2026-01-09 11:35:14+00:00,2026-01-09 11:43:03+00:00,469,1
457,22 DMU NLX 2500 old,2026-01-10 16:59:10+00:00,2026-01-10 19:12:27+00:00,6124,10
1212,66 DMU NLX 2500,2026-01-10 17:01:47+00:00,2026-01-10 18:12:51+00:00,2370,10
334,21 DOOSAN PUMA700,2026-01-10 17:15:53+00:00,2026-01-10 17:40:22+00:00,1452,2
69,102 HAAS VF4,2026-01-10 17:18:06+00:00,2026-01-10 17:49:07+00:00,765,6
171,103 HAAS VF4,2026-01-10 17:19:00+00:00,2026-01-10 17:42:36+00:00,1299,2
785,24 DOOSAN PUMA 3100L,2026-01-10 17:22:26+00:00,2026-01-10 17:46:58+00:00,940,2
586,23 DOOSAN PUMA 700,2026-01-10 17:23:18+00:00,2026-01-10 17:54:25+00:00,1081,7
893,41 DMU NLX2500,2026-01-10 17:26:29+00:00,2026-01-10 18:16:23+00:00,2006,3
335,21 DOOSAN PUMA700,2026-01-10 17:53:19+00:00,2026-01-10 18:34:11+00:00,2452,1
786,24 DOOSAN PUMA 3100L,2026-01-10 17:58:37+00:00,2026-01-10 18:37:19+00:00,1408,3
70,102 HAAS VF4,2026-01-10 18:01:09+00:00,2026-01-10 19:21:38+00:00,2029,11
587,23 DOOSAN PUMA 700,2026-01-10 18:08:15+00:00,2026-01-10 18:17:54+00:00,579,1
1213,66 DMU NLX 2500,2026-01-10 18:22:53+00:00,2026-01-11 00:40:46+00:00,11829,53
894,41 DMU NLX2500,2026-01-10 18:28:33+00:00,2026-01-10 19:17:22+00:00,2004,3
588,23 DOOSAN PUMA 700,2026-01-10 18:30:03+00:00,2026-01-10 18:51:04+00:00,509,3
336,21 DOOSAN PUMA700,2026-01-10 18:49:11+00:00,2026-01-10 19:33:39+00:00,2331,2
787,24 DOOSAN PUMA 3100L,2026-01-10 18:49:24+00:00,2026-01-10 18:57:14+00:00,470,1
788,24 DOOSAN PUMA 3100L,2026-01-10 19:09:59+00:00,2026-01-10 19:17:49+00:00,470,1
458,22 DMU NLX 2500 old,2026-01-10 19:26:32+00:00,2026-01-11 01:07:02+00:00,15786,27
895,41 DMU NLX2500,2026-01-10 19:30:45+00:00,2026-01-10 19:54:16+00:00,927,3
590,23 DOOSAN PUMA 700,2026-01-10 19:30:56+00:00,2026-01-10 21:14:57+00:00,3819,17
789,24 DOOSAN PUMA 3100L,2026-01-10 19:41:30+00:00,2026-01-10 19:49:19+00:00,469,1
337,21 DOOSAN PUMA700,2026-01-10 19:47:53+00:00,2026-01-10 20:51:36+00:00,3240,3
896,41 DMU NLX2500,2026-01-10 20:04:27+00:00,2026-01-10 20:30:53+00:00,1336,2
897,41 DMU NLX2500,2026-01-10 20:42:45+00:00,2026-01-10 21:34:16+00:00,2004,3
72,102 HAAS VF4,2026-01-10 21:06:43+00:00,2026-01-10 21:26:09+00:00,360,4
338,21 DOOSAN PUMA700,2026-01-10 21:09:25+00:00,2026-01-10 22:13:11+00:00,3066,5
591,23 DOOSAN PUMA 700,2026-01-10 21:26:26+00:00,2026-01-10 21:56:02+00:00,1082,5
1052,65 DMU NLX 2500,2026-01-10 21:36:36+00:00,2026-01-10 23:02:18+00:00,1876,11
73,102 HAAS VF4,2026-01-10 21:38:42+00:00,2026-01-11 00:11:34+00:00,2888,26
898,41 DMU NLX2500,2026-01-10 22:14:34+00:00,2026-01-10 22:25:46+00:00,672,1
339,21 DOOSAN PUMA700,2026-01-10 22:26:26+00:00,2026-01-10 23:55:12+00:00,4832,2
592,23 DOOSAN PUMA 700,2026-01-10 22:26:49+00:00,2026-01-10 22:36:28+00:00,579,1
899,41 DMU NLX2500,2026-01-10 22:54:27+00:00,2026-01-10 23:12:35+00:00,1088,1
593,23 DOOSAN PUMA 700,2026-01-10 22:56:43+00:00,2026-01-10 23:56:17+00:00,2162,8
1053,65 DMU NLX 2500,2026-01-10 23:29:18+00:00,2026-01-11 00:20:24+00:00,1520,7
901,41 DMU NLX2500,2026-01-10 23:52:29+00:00,2026-01-11 00:03:41+00:00,672,1
594,23 DOOSAN PUMA 700,2026-01-11 00:09:51+00:00,2026-01-11 00:25:35+00:00,416,2
902,41 DMU NLX2500,2026-01-11 00:18:39+00:00,2026-01-11 00:46:11+00:00,1334,2
340,21 DOOSAN PUMA700,2026-01-11 00:35:55+00:00,2026-01-11 01:19:39+00:00,2094,4
595,23 DOOSAN PUMA 700,2026-01-11 00:36:29+00:00,2026-01-11 01:18:22+00:00,1126,5
74,102 HAAS VF4,2026-01-11 00:46:38+00:00,2026-01-11 04:39:30+00:00,4645,42
1056,65 DMU NLX 2500,2026-01-11 01:03:34+00:00,2026-01-11 02:04:01+00:00,1253,7
903,41 DMU NLX2500,2026-01-11 01:18:39+00:00,2026-01-11 02:07:07+00:00,2005,3
597,23 DOOSAN PUMA 700,2026-01-11 01:42:10+00:00,2026-01-11 01:56:36+00:00,328,2
341,21 DOOSAN PUMA700,2026-01-11 01:54:38+00:00,2026-01-11 02:42:25+00:00,2815,6
460,22 DMU NLX 2500 old,2026-01-11 01:56:34+00:00,2026-01-11 06:10:56+00:00,11612,17
1057,65 DMU NLX 2500,2026-01-11 02:23:27+00:00,2026-01-11 02:38:30+00:00,694,3
598,23 DOOSAN PUMA 700,2026-01-11 02:33:50+00:00,2026-01-11 02:52:42+00:00,925,5
904,41 DMU NLX2500,2026-01-11 02:36:36+00:00,2026-01-11 03:10:30+00:00,1758,3
342,21 DOOSAN PUMA700,2026-01-11 02:59:45+00:00,2026-01-11 03:38:31+00:00,2004,2
599,23 DOOSAN PUMA 700,2026-01-11 03:04:03+00:00,2026-01-11 03:34:15+00:00,1082,4
1059,65 DMU NLX 2500,2026-01-11 03:05:30+00:00,2026-01-11 03:47:30+00:00,1043,5
905,41 DMU NLX2500,2026-01-11 03:28:50+00:00,2026-01-11 03:44:34+00:00,915,2
906,41 DMU NLX2500,2026-01-11 03:55:39+00:00,2026-01-11 04:41:41+00:00,2006,3
343,21 DOOSAN PUMA700,2026-01-11 03:57:17+00:00,2026-01-11 04:02:49+00:00,332,1
600,23 DOOSAN PUMA 700,2026-01-11 04:00:33+00:00,2026-01-11 04:37:18+00:00,1369,8
1062,65 DMU NLX 2500,2026-01-11 05:05:53+00:00,2026-01-11 05:52:37+00:00,1567,9
790,24 DOOSAN PUMA 3100L,2026-01-11 05:11:06+00:00,2026-01-11 09:44:03+00:00,9428,44
907,41 DMU NLX2500,2026-01-11 05:15:57+00:00,2026-01-11 09:56:04+00:00,13790,21
344,21 DOOSAN PUMA700,2026-01-11 05:16:32+00:00,2026-01-11 11:49:15+00:00,18254,29
601,23 DOOSAN PUMA 700,2026-01-11 05:31:15+00:00,2026-01-11 06:37:08+00:00,1683,9
1063,65 DMU NLX 2500,2026-01-11 06:08:39+00:00,2026-01-11 06:32:18+00:00,823,4
461,22 DMU NLX 2500 old,2026-01-11 06:25:47+00:00,2026-01-11 08:30:16+00:00,6119,10
77,102 HAAS VF4,2026-01-11 06:41:31+00:00,2026-01-11 07:05:33+00:00,364,6
1064,65 DMU NLX 2500,2026-01-11 06:44:21+00:00,2026-01-11 08:58:26+00:00,4618,25
602,23 DOOSAN PUMA 700,2026-01-11 06:55:11+00:00,2026-01-11 07:23:18+00:00,1082,6
78,102 HAAS VF4,2026-01-11 07:17:00+00:00,2026-01-11 08:05:10+00:00,780,7
603,23 DOOSAN PUMA 700,2026-01-11 07:36:25+00:00,2026-01-11 07:48:39+00:00,439,3
604,23 DOOSAN PUMA 700,2026-01-11 08:21:54+00:00,2026-01-11 08:48:58+00:00,907,5
462,22 DMU NLX 2500 old,2026-01-11 08:40:55+00:00,2026-01-11 09:52:58+00:00,3545,7
81,102 HAAS VF4,2026-01-11 09:12:59+00:00,2026-01-11 09:44:53+00:00,551,5
1065,65 DMU NLX 2500,2026-01-11 09:20:04+00:00,2026-01-11 09:46:47+00:00,1053,5
1217,66 DMU NLX 2500,2026-01-11 10:18:12+00:00,2026-01-11 11:00:03+00:00,893,28
1066,65 DMU NLX 2500,2026-01-11 10:32:55+00:00,2026-01-11 10:58:33+00:00,1014,5
463,22 DMU NLX 2500 old,2026-01-11 10:33:36+00:00,2026-01-11 13:47:59+00:00,9183,15
908,41 DMU NLX2500,2026-01-11 10:33:43+00:00,2026-01-11 11:31:42+00:00,3097,6
608,23 DOOSAN PUMA 700,2026-01-11 10:48:26+00:00,2026-01-11 11:32:05+00:00,1395,8
791,24 DOOSAN PUMA 3100L,2026-01-11 10:51:07+00:00,2026-01-11 13:48:56+00:00,7512,17
1218,66 DMU NLX 2500,2026-01-11 11:13:48+00:00,2026-01-11 11:29:33+00:00,525,14
1067,65 DMU NLX 2500,2026-01-11 11:16:31+00:00,2026-01-11 13:25:07+00:00,4218,22
83,102 HAAS VF4,2026-01-11 11:36:21+00:00,2026-01-11 12:11:33+00:00,549,5
909,41 DMU NLX2500,2026-01-11 11:44:07+00:00,2026-01-11 13:18:37+00:00,4258,7
609,23 DOOSAN PUMA 700,2026-01-11 11:44:20+00:00,2026-01-11 11:54:44+00:00,442,3
345,21 DOOSAN PUMA700,2026-01-11 12:02:08+00:00,2026-01-11 14:21:45+00:00,5949,11
610,23 DOOSAN PUMA 700,2026-01-11 12:08:34+00:00,2026-01-11 12:59:51+00:00,1321,8
1220,66 DMU NLX 2500,2026-01-11 12:08:34+00:00,2026-01-11 12:30:19+00:00,364,26
84,102 HAAS VF4,2026-01-11 12:36:10+00:00,2026-01-11 13:05:33+00:00,443,4
910,41 DMU NLX2500,2026-01-11 13:39:48+00:00,2026-01-11 13:51:01+00:00,673,1
792,24 DOOSAN PUMA 3100L,2026-01-11 14:05:28+00:00,2026-01-11 14:13:17+00:00,469,1
793,24 DOOSAN PUMA 3100L,2026-01-11 14:23:47+00:00,2026-01-11 20:01:32+00:00,14100,30
612,23 DOOSAN PUMA 700,2026-01-11 14:24:58+00:00,2026-01-11 15:00:12+00:00,1081,6
87,102 HAAS VF4,2026-01-11 14:31:30+00:00,2026-01-11 14:48:42+00:00,335,3
346,21 DOOSAN PUMA700,2026-01-11 14:51:03+00:00,2026-01-11 15:19:36+00:00,1688,2
613,23 DOOSAN PUMA 700,2026-01-11 15:11:03+00:00,2026-01-11 15:20:42+00:00,579,1
614,23 DOOSAN PUMA 700,2026-01-11 15:39:15+00:00,2026-01-11 15:51:26+00:00,504,4
347,21 DOOSAN PUMA700,2026-01-11 15:49:38+00:00,2026-01-11 16:21:15+00:00,1897,1
1068,65 DMU NLX 2500,2026-01-11 15:57:54+00:00,2026-01-11 16:19:30+00:00,1134,6
464,22 DMU NLX 2500 old,2026-01-11 15:58:29+00:00,2026-01-11 16:51:11+00:00,2575,3
911,41 DMU NLX2500,2026-01-11 16:06:01+00:00,2026-01-11 16:24:08+00:00,1087,1
615,23 DOOSAN PUMA 700,2026-01-11 16:14:10+00:00,2026-01-11 17:33:49+00:00,2915,10
1069,65 DMU NLX 2500,2026-01-11 16:33:19+00:00,2026-01-11 17:59:14+00:00,3397,18
348,21 DOOSAN PUMA700,2026-01-11 16:37:23+00:00,2026-01-11 17:36:34+00:00,3033,4
912,41 DMU NLX2500,2026-01-11 16:38:51+00:00,2026-01-11 16:56:06+00:00,918,2
465,22 DMU NLX 2500 old,2026-01-11 17:01:14+00:00,2026-01-11 23:49:38+00:00,18849,34
913,41 DMU NLX2500,2026-01-11 17:12:07+00:00,2026-01-11 17:30:14+00:00,1087,1
914,41 DMU NLX2500,2026-01-11 17:44:05+00:00,2026-01-11 18:28:39+00:00,2004,3
91,102 HAAS VF4,2026-01-11 17:47:53+00:00,2026-01-11 19:52:12+00:00,2118,20
349,21 DOOSAN PUMA700,2026-01-11 17:50:10+00:00,2026-01-11 18:33:09+00:00,2270,3
616,23 DOOSAN PUMA 700,2026-01-11 17:50:56+00:00,2026-01-11 18:33:02+00:00,1371,6
1070,65 DMU NLX 2500,2026-01-11 18:10:19+00:00,2026-01-11 23:47:58+00:00,12784,69
617,23 DOOSAN PUMA 700,2026-01-11 18:48:48+00:00,2026-01-11 19:08:14+00:00,905,3
350,21 DOOSAN PUMA700,2026-01-11 18:53:58+00:00,2026-01-11 19:59:05+00:00,3657,3
916,41 DMU NLX2500,2026-01-11 19:08:50+00:00,2026-01-11 20:08:29+00:00,2680,5
618,23 DOOSAN PUMA 700,2026-01-11 19:37:54+00:00,2026-01-11 19:59:04+00:00,791,4
351,21 DOOSAN PUMA700,2026-01-11 20:14:44+00:00,2026-01-11 20:33:59+00:00,1155,1
619,23 DOOSAN PUMA 700,2026-01-11 20:17:16+00:00,2026-01-11 20:39:46+00:00,1080,4
794,24 DOOSAN PUMA 3100L,2026-01-11 20:17:48+00:00,2026-01-12 01:46:01+00:00,14546,32
917,41 DMU NLX2500,2026-01-11 20:28:12+00:00,2026-01-11 20:46:22+00:00,1090,1
352,21 DOOSAN PUMA700,2026-01-11 20:44:49+00:00,2026-01-11 21:04:37+00:00,1188,1
92,102 HAAS VF4,2026-01-11 20:46:09+00:00,2026-01-12 01:01:45+00:00,4766,45
620,23 DOOSAN PUMA 700,2026-01-11 20:54:28+00:00,2026-01-11 21:04:09+00:00,581,1
621,23 DOOSAN PUMA 700,2026-01-11 21:14:42+00:00,2026-01-11 21:27:35+00:00,504,3
353,21 DOOSAN PUMA700,2026-01-11 21:21:36+00:00,2026-01-11 21:56:19+00:00,2061,2
919,41 DMU NLX2500,2026-01-11 21:38:26+00:00,2026-01-11 22:21:50+00:00,2007,4
622,23 DOOSAN PUMA 700,2026-01-11 21:55:19+00:00,2026-01-11 22:04:58+00:00,579,2
354,21 DOOSAN PUMA700,2026-01-11 22:11:40+00:00,2026-01-11 23:55:50+00:00,5258,6
623,23 DOOSAN PUMA 700,2026-01-11 22:17:12+00:00,2026-01-11 22:35:44+00:00,503,4
920,41 DMU NLX2500,2026-01-11 22:48:04+00:00,2026-01-11 23:18:42+00:00,1762,2
624,23 DOOSAN PUMA 700,2026-01-11 22:52:22+00:00,2026-01-11 23:19:22+00:00,1082,5
625,23 DOOSAN PUMA 700,2026-01-11 23:29:43+00:00,2026-01-11 23:55:16+00:00,993,3
922,41 DMU NLX2500,2026-01-12 00:01:04+00:00,2026-01-12 00:36:18+00:00,1762,2
