Export Title: My Timeline
Export Date: 2026-01-15T08:58:43.126Z

Machine,Port ID,Start,End,State,Machine,Duration,Operator
102 HAAS VF4,1,1768188507,1768188737,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768188737,1768188848,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768188848,1768189107,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768189107,1768189222,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768189222,1768189438,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768189438,1768189549,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768189549,1768189741,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768189741,1768189852,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768189852,1768190092,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768190092,1768190201,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768190201,1768190467,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768190467,1768190577,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768190577,1768190872,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768190872,1768190983,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768190983,1768191211,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768191211,1768191322,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768191322,1768191628,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768191628,1768191740,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768191740,1768192023,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768192023,1768192134,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768192134,1768192347,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768192347,1768192456,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768192456,1768195780,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768195780,1768195890,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768195890,1768196126,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768196126,1768196238,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768196238,1768196883,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768196883,1768196992,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768196992,1768197421,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768197421,1768197532,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768197532,1768201156,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768201156,1768201267,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768201267,1768201771,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768201771,1768201879,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768201879,1768202673,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768202673,1768202783,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768202783,1768204166,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768204166,1768204275,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768204275,1768204741,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768204741,1768204851,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768204851,1768205219,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768205219,1768205330,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768205330,1768205904,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768205904,1768206014,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768206014,1768208758,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768208758,1768208867,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768208867,1768209357,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768209357,1768209467,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768209467,1768210380,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768210380,1768210488,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768210488,1768210777,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768210777,1768210886,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768210886,1768216466,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216466,1768216479,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216479,1768216516,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216516,1768216523,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216523,1768216554,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216554,1768216562,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216562,1768216616,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216616,1768216623,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216623,1768216658,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216658,1768216669,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216669,1768216708,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216708,1768216716,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216716,1768216944,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216944,1768216953,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216953,1768216965,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216965,1768216990,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768216990,1768217000,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217000,1768217009,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217009,1768217013,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217013,1768217037,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217037,1768217044,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217044,1768217052,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217052,1768217081,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217081,1768217105,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217105,1768217114,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217114,1768217125,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217125,1768217127,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217127,1768217153,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217153,1768217177,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217177,1768217187,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217187,1768217189,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217189,1768217214,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217214,1768217229,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217229,1768217241,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217241,1768217244,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217244,1768217269,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217269,1768217285,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217285,1768217307,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217307,1768217749,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217749,1768217755,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217755,1768217949,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217949,1768217960,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217960,1768217979,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217979,1768217988,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768217988,1768218088,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218088,1768218095,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218095,1768218136,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218136,1768218146,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218146,1768218185,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218185,1768218197,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218197,1768218205,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218205,1768218216,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218216,1768218217,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218217,1768218226,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218226,1768218378,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218378,1768218387,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218387,1768218411,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218411,1768218497,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218497,1768218506,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218506,1768218509,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218509,1768218512,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218512,1768218538,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218538,1768218970,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218970,1768218978,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768218978,1768219011,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219011,1768219068,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219068,1768219075,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219075,1768219079,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219079,1768219155,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219155,1768219158,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219158,1768219160,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219160,1768219163,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219163,1768219240,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219240,1768219318,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219318,1768219436,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219436,1768219471,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219471,1768219493,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219493,1768219554,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219554,1768219639,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219639,1768219641,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219641,1768219653,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219653,1768219658,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219658,1768219663,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219663,1768219935,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219935,1768219991,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768219991,1768220001,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768220001,1768220005,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768220005,1768220012,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768220012,1768220013,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768220013,1768220018,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768220018,1768220517,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768220517,1768220524,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768220524,1768220525,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768220525,1768220540,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768220540,1768220541,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768220541,1768220542,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768220542,1768221090,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221090,1768221099,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221099,1768221557,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221557,1768221562,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221562,1768221701,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221701,1768221703,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221703,1768221705,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221705,1768221706,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221706,1768221829,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221829,1768221830,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221830,1768221834,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221834,1768221836,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221836,1768221851,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768221851,1768222652,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768222652,1768222669,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768222669,1768222671,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768222671,1768222709,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768222709,1768222719,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768222719,1768229317,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768229317,1768229332,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768229332,1768229333,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768229333,1768229349,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768229349,1768229352,Feedhold,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768229352,1768229422,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768229422,1768230865,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768230865,1768230965,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768230965,1768231170,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768231170,1768231270,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768231270,1768231470,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768231470,1768231571,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768231571,1768231799,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768231799,1768231906,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768231906,1768232288,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768232288,1768232390,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768232390,1768232622,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768232622,1768232724,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768232724,1768232901,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768232901,1768233004,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768233004,1768233200,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768233200,1768233302,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768233302,1768233522,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768233522,1768233623,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768233623,1768233848,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768233848,1768233950,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768233950,1768234242,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768234242,1768234344,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768234344,1768234592,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768234592,1768234692,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768234692,1768235657,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768235657,1768235759,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768235759,1768235961,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768235961,1768236062,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768236062,1768236408,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768236408,1768236509,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768236509,1768236744,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768236744,1768236843,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768236843,1768237083,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768237083,1768237183,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768237183,1768237514,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768237514,1768237614,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768237614,1768238208,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768238208,1768238308,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768238308,1768238556,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768238556,1768238583,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768238583,1768238643,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768238643,1768238728,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768238728,1768238761,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768238761,1768238824,Offline,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768238824,1768238946,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768238946,1768239046,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768239046,1768239295,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768239295,1768239322,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768239322,1768239358,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768239358,1768239444,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768239444,1768239893,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768239893,1768239994,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768239994,1768240226,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768240226,1768240328,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768240328,1768240556,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768240556,1768240657,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768240657,1768240941,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768240941,1768241043,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768241043,1768241320,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768241320,1768241422,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768241422,1768241672,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768241672,1768241773,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768241773,1768242118,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768242118,1768242220,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768242220,1768242473,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768242473,1768242572,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768242572,1768242830,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768242830,1768242930,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768242930,1768243424,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768243424,1768243524,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768243524,1768243767,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768243767,1768243866,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768243866,1768244134,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768244134,1768244234,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768244234,1768244519,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768244519,1768244617,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768244617,1768244899,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768244899,1768244999,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768244999,1768245220,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768245220,1768245321,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768245321,1768245593,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768245593,1768245693,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768245693,1768245902,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768245902,1768246005,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768246005,1768246349,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768246349,1768246451,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768246451,1768246658,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768246658,1768246760,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768246760,1768247035,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768247035,1768247137,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768247137,1768247354,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768247354,1768247456,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768247456,1768247637,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768247637,1768247741,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768247741,1768249867,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768249867,1768249968,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768249968,1768250178,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768250178,1768250279,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768250279,1768250487,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768250487,1768250588,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768250588,1768250831,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768250831,1768250933,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768250933,1768251138,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768251138,1768251238,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768251238,1768251437,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768251437,1768251539,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768251539,1768251803,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768251803,1768251904,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768251904,1768252112,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768252112,1768252213,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768252213,1768252481,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768252481,1768252584,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768252584,1768252820,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768252820,1768252922,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768252922,1768253101,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768253101,1768253203,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768253203,1768253409,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768253409,1768253510,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768253510,1768253823,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768253823,1768253925,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768253925,1768254185,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768254185,1768254285,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768254285,1768254497,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768254497,1768254600,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768254600,1768254830,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768254830,1768254931,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768254931,1768255200,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768255200,1768255392,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768255392,1768255491,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768255491,1768255695,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768255695,1768255795,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768255795,1768256170,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768256170,1768256270,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768256270,1768256542,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768256542,1768256643,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768256643,1768256907,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768256907,1768257006,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768257006,1768257345,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768257345,1768257447,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768257447,1768257774,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768257774,1768257877,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768257877,1768258076,Stopped,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768258076,1768258179,Cycle,102 HAAS VF4,0,John Doe
102 HAAS VF4,1,1768258179,1768258471,Stopped,102 HAAS VF4,0,John Doe
